Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1992-06-26,0.27095749793807056,0.28708572355422685,0.2645065473098796,0.27740928530693054,224358400,0.0,0.0
1992-06-29,0.2806347756834878,0.3032147908705047,0.27418301229547226,0.29676300287246704,58732800,0.0,0.0
1992-06-30,0.3032148120045705,0.3064402755530177,0.283860283402198,0.28708577156066895,34777600,0.0,0.0
1992-07-01,0.2903120638630587,0.2967630153925027,0.2806347875230951,0.29353752732276917,18316800,0.0,0.0
1992-07-02,0.2967630153925027,0.2967630153925027,0.2870857636625623,0.29353752732276917,13996800,0.0,0.0
1992-07-06,0.2903120638630587,0.29353752732276917,0.2870857636625623,0.29353752732276917,5753600,0.0,0.0
1992-07-07,0.29353752732276917,0.29353752732276917,0.2870857636625623,0.29353752732276917,10662400,0.0,0.0
1992-07-08,0.29353753539837235,0.29353753539837235,0.283860283402198,0.28708577156066895,15500800,0.0,0.0
1992-07-09,0.29031205161518003,0.29676300287246704,0.2870857515507969,0.29676300287246704,3923200,0.0,0.0
1992-07-10,0.29676302010354977,0.30321480847620047,0.2903120684716983,0.2999885082244873,11040000,0.0,0.0
1992-07-13,0.29998847121753547,0.30644023418426514,0.2967629834944982,0.30644023418426514,5996800,0.0,0.0
1992-07-14,0.30644023418426514,0.3161175094840526,0.30321477107124833,0.30644023418426514,17062400,0.0,0.0
1992-07-15,0.30966579559337654,0.3161175847053528,0.30644030710282283,0.3161175847053528,4992000,0.0,0.0
1992-07-16,0.3161175868996269,0.3419230700448658,0.3128912862558096,0.337084025144577,17062400,0.0,0.0
1992-07-17,0.3386967532495212,0.36127674680503874,0.3290203127821622,0.35482579469680786,15667200,0.0,0.0
1992-07-20,0.3532122254174934,0.361276758711939,0.3451485288639365,0.35805127024650574,19744000,0.0,0.0
1992-07-21,0.36127668619155884,0.36772847395819697,0.3548257351656413,0.36127668619155884,7782400,0.0,0.0
1992-07-22,0.35805127024650574,0.361276758711939,0.34837401732936973,0.35805127024650574,10892800,0.0,0.0
1992-07-23,0.3580513034219606,0.3645022809505462,0.35159953837246577,0.36450228095054626,10387200,0.0,0.0
1992-07-24,0.35805128328342933,0.37095402513579734,0.3548258193105806,0.3677285611629486,7052800,0.0,0.0
1992-07-27,0.37095400255621663,0.3838567436232084,0.36772853877969847,0.3757922351360321,11430400,0.0,0.0
1992-07-28,0.3806312127507526,0.3838566759587008,0.3548257351656413,0.36127668619155884,18009600,0.0,0.0
1992-07-29,0.3612767289141104,0.3612767289141104,0.3354712482773882,0.34353578090667725,30848000,0.0,0.0
1992-07-30,0.3386967279813981,0.3451484917391375,0.3322457517444104,0.3419230282306671,11737600,0.0,0.0
1992-07-31,0.34192303680697855,0.34514850039635186,0.3354712482773882,0.34353578090667725,6886400,0.0,0.0
1992-08-03,0.3386967190497331,0.35159945870420606,0.3386967190497331,0.34676122665405273,4832000,0.0,0.0
1992-08-04,0.3483739409241163,0.3548257285708414,0.34030940939838106,0.3532121479511261,6822400,0.0,0.0
1992-08-05,0.3515994578386519,0.3515994578386519,0.33224574216495206,0.3386967182159424,9516800,0.0,0.0
1992-08-06,0.3354712301904472,0.3386967182159424,0.3290202787494797,0.3386967182159424,3673600,0.0,0.0
1992-08-07,0.33869677278295157,0.3515995144844055,0.32902033175752976,0.3515995144844055,8825600,0.0,0.0
1992-08-10,0.34514853739410645,0.3580512790955604,0.34192307345898365,0.3515995144844055,5888000,0.0,0.0
1992-08-11,0.3580512584459106,0.3580512584459106,0.34837400584771594,0.35482579469680786,4147200,0.0,0.0
1992-08-12,0.3483739698131567,0.3515994578386519,0.33224574216495206,0.3386967182159424,12736000,0.0,0.0
1992-08-13,0.3386967182159424,0.34353576238493677,0.33224574216495206,0.3386967182159424,48320000,0.0,0.0
1992-08-14,0.33547129081800625,0.34192308016573847,0.316117596256661,0.31934306025505066,17849600,0.0,0.0
1992-08-17,0.32256855251187017,0.3257940411567688,0.3161175998321003,0.3257940411567688,2681600,0.0,0.0
1992-08-18,0.3161176126654141,0.3225685656070709,0.3161176126654141,0.3225685656070709,2860800,0.0,0.0
1992-08-19,0.3161176126654141,0.3225685656070709,0.3161176126654141,0.3225685656070709,2380800,0.0,0.0
1992-08-20,0.32256854886346753,0.3306330825154082,0.3128912955173457,0.31934306025505066,2489600,0.0,0.0
1992-08-21,0.31934300858204856,0.31934300858204856,0.31289124488830566,0.31289124488830566,2048000,0.0,0.0
1992-08-24,0.3161175847053528,0.3193430485858802,0.30966579559337654,0.3161175847053528,6905600,0.0,0.0
1992-08-25,0.30966575680180614,0.3161175451055723,0.30966575680180614,0.31289124488830566,4128000,0.0,0.0
1992-08-26,0.3096657991409302,0.3161175883268186,0.2967630575100581,0.3096657991409302,19385600,0.0,0.0
1992-08-27,0.31289128408393024,0.3193430485858802,0.30966579559337654,0.3161175847053528,6169600,0.0,0.0
1992-08-28,0.3161176126654141,0.3225685656070709,0.3128913117586308,0.3225685656070709,3417600,0.0,0.0
1992-08-31,0.3225685872294096,0.3257940762214625,0.31611763385533403,0.3209558427333832,4441600,0.0,0.0
1992-09-01,0.32256855251187017,0.3322458059674463,0.3193430638669715,0.3257940411567688,2387200,0.0,0.0
1992-09-02,0.33224581223055866,0.35805129691796334,0.32579404729826,0.3564385771751404,11692800,0.0,0.0
1992-09-03,0.3548258193105806,0.3741795137186731,0.3548258193105806,0.3677285611629486,16480000,0.0,0.0
1992-09-04,0.36772851355275704,0.3741794652732702,0.36450221325670173,0.3709539771080017,4249600,0.0,0.0
1992-09-08,0.374179482737648,0.4096622167740043,0.3677285307160445,0.4015977084636688,17139200,0.0,0.0
1992-09-09,0.38385673931575726,0.4032104569386585,0.37417948674390256,0.3967594802379608,25299200,0.0,0.0
1992-09-10,0.39030764518790767,0.3967594082386217,0.3838566696578589,0.39353394508361816,8889600,0.0,0.0
1992-09-11,0.3903077200830427,0.4128877138123603,0.3903077200830427,0.40321046113967896,13036800,0.0,0.0
1992-09-14,0.4096622706881044,0.4257905019105509,0.40643680655782405,0.4225650131702423,13068800,0.0,0.0
1992-09-15,0.416113197860862,0.4241777062575423,0.3967594802379608,0.3967594802379608,18099200,0.0,0.0
1992-09-16,0.3806312797980366,0.39353402086337913,0.37740497928106276,0.38385674357414246,14963200,0.0,0.0
1992-09-17,0.38708225557104115,0.3903077441539169,0.3612767718663051,0.3677285611629486,13459200,0.0,0.0
1992-09-18,0.36127676764070993,0.3677285568618915,0.34514853739410645,0.3515995144844055,17260800,0.0,0.0
1992-09-21,0.35482575891014023,0.38708218967972935,0.3451484826779414,0.3806312382221222,24012800,0.0,0.0
1992-09-22,0.3806312755754337,0.3999849685883096,0.37417948674390256,0.3967594802379608,19206400,0.0,0.0
1992-09-23,0.3967594082386217,0.3967594082386217,0.3774049066071449,0.39353394508361816,26912000,0.0,0.0
1992-09-24,0.3967594802379608,0.3999849685883096,0.3870822276661061,0.3967594802379608,5459200,0.0,0.0
1992-09-25,0.39353394508361816,0.40321038376867047,0.39030764518790767,0.39353394508361816,12102400,0.0,0.0
1992-09-28,0.3967595290995738,0.4161132491059186,0.3935340649620288,0.41450050473213196,7532800,0.0,0.0
1992-09-29,0.409662291195776,0.4161132689993288,0.3967595480677275,0.3983722925186157,9593600,0.0,0.0
1992-09-30,0.3967594888372,0.40321046567771407,0.39030772447586065,0.3903077244758606,11123200,0.0,0.0
1992-10-01,0.3967594413019053,0.3967594413019053,0.3774049380575534,0.3806312382221222,4556800,0.0,0.0
1992-10-02,0.37740495343853864,0.38063125373459394,0.36127672509143327,0.3709539771080017,5926400,0.0,0.0
1992-10-05,0.35159946122058533,0.37417945265769964,0.34837397316406515,0.3741794526576996,12755200,0.0,0.0
1992-10-06,0.38063128840194443,0.38063128840194443,0.3677285470449444,0.37740498781204224,6022400,0.0,0.0
1992-10-07,0.3774050023015489,0.3774050023015489,0.3677285611629486,0.3677285611629486,3692800,0.0,0.0
1992-10-08,0.37095401089395963,0.3774049878120423,0.3677285470449444,0.37740498781204224,2470400,0.0,0.0
1992-10-09,0.3774049804161926,0.3774049804161926,0.36772853983871995,0.36934128403663635,2432000,0.0,0.0
1992-10-12,0.3677285387326942,0.38385674357414246,0.3677285387326942,0.38385674357414246,4134400,0.0,0.0
